id_venda,id_pedido,data_venda,data_envio,id_cliente,nome_cliente,email_cliente,cidade_cliente,estado_cliente,categoria_produto,produto,marca,quantidade,valor_unitario,valor_venda,desconto,frete,canal,forma_pagamento,parcelas,status_pagamento,transportadora,status_entrega
2459,PED-49270,2025-08-13,2025-04-27,875,Valentim da Mota,joao-vitor38@example.com,Fogaça,GO,Eletrônicos,Optio,Adidas,2,2882.2,553.21,10,20.68,App,Crédito,1,Pendente,Correios,Atrasado
2460,PED-34810,2024-12-29,2025-11-29,749,Alícia da Costa,gduarte@example.net,Mendonça do Sul,BA,Beleza,Est,Apple,1,809.64,2185.68,20,5.46,SITE,Crédito,1,aprovado,Total Express,Em trânsito
2461,PED-80328,2025-10-19,2025-02-18,121,João Pedro Andrade,moreiratheodoro@example.net,Macedo,PE,Casa,Dicta,Samsung,3,986.03,2948.95,0,9.97,App,Débito,2,aprovado,Jadlog,Atrasado
2462,PED-31629,2024-05-05,2025-08-28,519,Dra. Ana Julia Cirino,ysilva@example.com,Pinto de Sales,GO,eletronicos,A,Samsung,1,1424.61,616.62,30,49.7,SITE,Pix,1,Recusado,Jadlog,Entregue
2463,PED-66788,2024-09-01,2024-04-11,1061,Srta. Olivia Souza,cavalcantimaria-eduarda@example.org,Viana,CE,Eletrônicos,Architecto,Genérica,5,2030.72,149.42,0,55.61,app,Pix,3,Pendente,Jadlog,Em trânsito
2464,PED-59756,2025-05-01,2024-02-27,845,Alícia Moura,sophiafarias@example.net,da Cunha de Fonseca,RR,Beleza,Atque,Adidas,1,2541.06,2122.76,0,46.49,Site,Boleto,2,aprovado,Total Express,Atrasado
2465,PED-59195,2025-04-24,2024-03-03,1096,Mirella Oliveira,melina34@example.org,Leão,DF,eletronicos,Ipsum,LG,3,614.8,2999.16,0,61.69,SITE,Pix,6,Pendente,Correios,Entregue
2466,PED-73396,2025-09-04,2024-09-18,431,Dr. Benjamim da Cunha,almeidajoaquim@example.net,Rocha do Sul,RJ,eletronicos,Odio,Genérica,5,440.92,1023.52,30,47.94,app,Pix,12,Pendente,Correios,Em trânsito
2467,PED-42534,2024-08-30,2024-12-24,801,Sr. André Melo,enrico10@example.net,Andrade,RR,Casa,Sapiente,Nike,5,1666.11,2683.01,30,50.31,Site,Débito,12,Pendente,Total Express,Atrasado
2468,PED-26861,2024-08-04,2024-05-02,1148,Aylla Nunes,theo05@example.org,Aragão das Pedras,CE,Beleza,Accusamus,Nike,3,2324.55,109.37,20,18.13,app,Crédito,1,Pendente,Jadlog,Entregue
2469,PED-11912,2024-06-02,2026-01-16,477,Isadora das Neves,liam45@example.com,das Neves de Rocha,DF,Eletrônicos,Officia,Apple,3,2382.88,2491.02,0,96.19,app,Boleto,1,Aprovado,Correios,Entregue
2470,PED-50723,2025-03-08,2025-04-14,1174,Vitor Fonseca,isaacrodrigues@example.net,Gomes,SE,Casa,Magni,LG,4,660.53,2605.62,20,31.84,Site,Boleto,2,Aprovado,Correios,Atrasado
2471,PED-14106,2025-04-10,2024-12-26,725,Srta. Clarice Rezende,rsales@example.org,Vieira,PE,Casa,Quasi,Samsung,1,1965.87,261.21,10,32.17,app,Pix,12,Aprovado,Total Express,Atrasado
2472,PED-58513,2024-02-02,2024-11-02,276,Leandro Barbosa,alima@example.org,Câmara,MS,Casa,Voluptas,Nike,1,2922.67,552.27,0,28.12,Site,Pix,2,Aprovado,Total Express,Em trânsito
2473,PED-63511,2025-06-08,2024-12-24,767,Maysa Ferreira,mgoncalves@example.com,Macedo das Flores,RJ,Beleza,Nobis,Genérica,3,778.39,3321.45,30,24.31,SITE,Crédito,1,aprovado,Jadlog,Entregue
2474,PED-37303,2025-07-25,2025-02-07,330,Maysa Sampaio,maria-luisa58@example.org,da Mata de Minas,TO,Roupas,Earum,Genérica,2,2806.05,1239.0,30,27.09,SITE,Débito,1,Pendente,Correios,Em trânsito
2475,PED-57875,2025-12-13,2024-10-06,505,Miguel Câmara,diego19@example.net,Nogueira,DF,Casa,Reiciendis,Nike,5,2456.04,1649.76,30,51.59,Site,Pix,12,Recusado,Correios,Entregue
2476,PED-93059,2024-12-19,2024-10-18,137,Sr. Lorenzo Barbosa,bryanpires@example.com,da Mota,AL,eletronicos,Facilis,Genérica,4,644.4,3235.95,30,35.82,app,Boleto,2,Recusado,Jadlog,Entregue
2477,PED-98930,2024-04-11,2024-07-21,520,Letícia Cirino,rezendemaite@example.org,Barros,AP,Roupas,Omnis,Samsung,4,2010.29,2169.41,20,2.32,App,Crédito,1,aprovado,Correios,Entregue
2478,PED-44255,2024-10-01,2024-02-02,1148,Ana Luiza Lopes,lucas85@example.net,Cirino,MT,eletronicos,Omnis,Samsung,5,1747.86,1920.97,0,25.52,SITE,Crédito,2,Aprovado,Jadlog,Atrasado
2479,PED-17960,2024-02-14,2024-08-25,139,Mariana Aragão,rodriguesliz@example.net,Castro,MG,Casa,Voluptas,Apple,1,2684.16,1302.31,20,66.71,Site,Pix,6,Recusado,Jadlog,Em trânsito
2480,PED-46730,2025-11-24,2025-11-15,4,Julia Nascimento,julia64@example.com,Montenegro do Galho,SE,eletronicos,Consequatur,Samsung,2,1642.79,948.42,0,45.6,app,Débito,1,Aprovado,Correios,Em trânsito
2481,PED-66131,2024-10-25,2025-06-25,290,Yan Gonçalves,macedobeatriz@example.com,Viana,PI,eletronicos,Voluptate,Genérica,1,519.83,740.92,20,15.58,app,Boleto,2,Recusado,Correios,Entregue
2482,PED-60458,2024-04-19,2025-04-25,1195,Ágatha Oliveira,camaraluiza@example.net,Cirino de Barbosa,DF,Beleza,Rem,LG,5,2034.92,843.66,0,102.19,SITE,Débito,1,aprovado,Total Express,Entregue
2483,PED-27888,2025-10-01,2024-05-20,697,João Felipe Cavalcanti,gomesnina@example.com,Sousa,RO,Casa,Quasi,Nike,3,2659.72,2379.04,20,39.43,app,Crédito,6,Aprovado,Jadlog,Em trânsito
2484,PED-61555,2024-08-29,2025-07-27,693,Yuri Rios,estherferreira@example.org,Leão da Prata,SP,Eletrônicos,Voluptate,Adidas,5,2351.1,1828.31,20,91.65,app,Crédito,1,Aprovado,Total Express,Entregue
2485,PED-15353,2024-12-21,2025-04-15,1051,Benicio Pires,maria-eduarda24@example.net,Martins da Prata,AP,Roupas,Deleniti,Apple,5,608.28,3085.19,10,44.0,Aplicativo,Boleto,3,aprovado,Jadlog,Em trânsito
2486,PED-43989,2024-11-22,2025-06-04,640,Ana Jesus,ocardoso@example.org,Marques Verde,PR,Roupas,Magnam,LG,4,3310.96,2562.41,30,119.23,SITE,Crédito,2,Recusado,Jadlog,Atrasado
2487,PED-62583,2025-03-14,2025-07-09,772,Luiz Felipe Azevedo,oda-rosa@example.org,Costa Grande,RR,Beleza,Cum,Samsung,2,1119.9,2211.02,0,104.6,Site,Boleto,6,aprovado,Jadlog,Em trânsito
2488,PED-58465,2025-07-20,2024-03-11,64,Dr. Miguel Lima,rgomes@example.net,Moura de Minas,CE,Beleza,Enim,Apple,1,1722.37,2788.61,0,116.76,Aplicativo,Boleto,1,Aprovado,Jadlog,Em trânsito
2489,PED-71561,2025-11-30,2024-03-19,988,Fernanda Cirino,otto00@example.com,Borges,CE,Casa,Eligendi,Nike,4,947.04,1504.67,10,59.77,Site,Crédito,6,Recusado,Total Express,Entregue
2490,PED-14368,2025-09-13,2024-02-20,888,João Guilherme Pereira,psilva@example.org,Moraes,AP,Roupas,Aspernatur,Apple,1,1199.44,750.79,0,89.74,Aplicativo,Pix,12,Aprovado,Correios,Em trânsito
2491,PED-84347,2025-04-04,2025-11-22,450,Vinícius Correia,alicia25@example.com,Sales da Praia,TO,Roupas,Labore,Apple,1,761.87,1774.7,30,28.0,Site,Boleto,12,Aprovado,Correios,Entregue
2492,PED-59599,2026-01-19,2026-01-23,986,Nicole Pinto,luna01@example.com,Silveira do Oeste,AC,Casa,Quidem,Adidas,3,1003.78,2976.27,20,3.54,app,Pix,1,Aprovado,Jadlog,Entregue
2493,PED-37096,2024-10-05,2025-05-08,715,Luiz Gustavo Câmara,camilamachado@example.com,Aragão de Viana,GO,Roupas,Iusto,Apple,3,2735.75,3430.41,30,115.41,app,Débito,1,Aprovado,Total Express,Atrasado
2494,PED-32085,2024-03-28,2024-03-12,988,Miguel Camargo,enzomelo@example.com,Sampaio,RR,Casa,Quaerat,LG,3,194.53,1818.79,20,68.53,Site,Boleto,1,Pendente,Jadlog,Entregue
2495,PED-78030,2025-06-17,2025-07-21,329,Alana Abreu,karagao@example.org,Barbosa de Goiás,CE,Eletrônicos,Quibusdam,LG,1,129.55,345.24,0,30.22,app,Crédito,1,Recusado,Correios,Em trânsito
2496,PED-52303,2025-08-17,2024-12-03,715,Srta. Maria Helena da Cunha,lara31@example.org,Campos da Mata,AP,Roupas,Nulla,LG,3,3120.84,2825.74,0,30.03,Site,Débito,3,aprovado,Correios,Entregue
2497,PED-75428,2025-12-22,2025-01-16,392,Isabela Vargas,jose46@example.net,Novaes,MT,Eletrônicos,Quaerat,Genérica,3,1835.89,256.38,0,32.81,App,Boleto,1,Pendente,Jadlog,Entregue
2498,PED-80198,2024-04-07,2025-04-10,790,Eloah Castro,lucas89@example.com,Pereira,MG,Beleza,Quidem,Adidas,2,2550.52,2987.79,10,45.14,Aplicativo,Crédito,12,Recusado,Total Express,Entregue
2499,PED-13755,2025-04-08,2024-05-01,965,Nicole Abreu,isabelly43@example.org,Barros do Sul,SC,Casa,Adipisci,Adidas,2,3329.42,2514.57,20,34.31,SITE,Boleto,1,Aprovado,Jadlog,Atrasado
2500,PED-43838,2025-06-27,2026-01-26,468,Ísis Aragão,joao-miguel04@example.com,da Cruz,AM,Roupas,Repudiandae,LG,5,844.92,3079.18,0,74.77,app,Débito,2,Aprovado,Correios,Em trânsito
2501,PED-97487,2025-05-08,2025-08-23,32,Yasmin Rocha,guerraolivia@example.net,Cardoso da Serra,PB,Casa,Error,Nike,4,3130.76,271.27,0,33.95,Site,Boleto,2,Recusado,Total Express,Atrasado
2502,PED-28306,2024-02-27,2024-03-04,1015,Marina Rocha,qda-rocha@example.org,Farias da Praia,DF,Eletrônicos,Omnis,Apple,3,183.35,97.79,10,104.45,Aplicativo,Crédito,12,aprovado,Correios,Entregue
2503,PED-30203,2024-08-09,2025-05-18,1053,Noah Duarte,da-matanatalia@example.org,Barros da Prata,MA,Eletrônicos,Vitae,Nike,1,1928.57,1389.99,0,89.44,Site,Débito,12,aprovado,Total Express,Em trânsito
2504,PED-99376,2024-09-25,2025-03-15,244,Dom Câmara,renan35@example.org,Montenegro,RN,Roupas,Et,Samsung,2,2611.69,2638.57,30,4.19,SITE,Débito,1,Recusado,Jadlog,Em trânsito
2505,PED-10646,2025-10-28,2026-01-06,788,Dr. Matheus Gomes,enzo-gabrielpinto@example.com,Farias de Gonçalves,BA,Casa,Animi,Nike,5,1967.67,2060.0,0,108.39,SITE,Crédito,2,aprovado,Total Express,Atrasado
2506,PED-96809,2025-01-23,2025-01-17,1086,Maria Laura Sousa,martinssophie@example.org,da Conceição do Amparo,PI,Beleza,Libero,Nike,5,795.07,2853.03,0,53.24,app,Crédito,1,Pendente,Total Express,Em trânsito
2507,PED-95572,2024-10-24,2024-05-03,452,Bianca Farias,tcaldeira@example.net,Vieira da Praia,SE,Eletrônicos,Quas,Nike,3,3115.23,1480.29,20,85.42,Aplicativo,Boleto,6,Pendente,Total Express,Entregue
2508,PED-76949,2025-06-10,2025-12-31,52,Júlia Cassiano,luccapimenta@example.net,Gomes,TO,Roupas,Ab,Adidas,1,384.11,1070.41,0,72.34,Aplicativo,Pix,12,aprovado,Correios,Em trânsito
2509,PED-57923,2024-11-23,2025-02-20,298,Thales Santos,gabriela89@example.org,Souza,AC,Roupas,Perferendis,Genérica,1,394.98,3369.32,20,5.45,SITE,Crédito,2,Recusado,Total Express,Em trânsito
2510,PED-39766,2025-09-10,2025-12-16,290,Natália Castro,carolinedias@example.net,Araújo,RO,eletronicos,Explicabo,Nike,3,1784.27,2157.94,10,5.52,Site,Boleto,1,Pendente,Total Express,Atrasado
2511,PED-48933,2026-01-19,2024-07-11,148,Apollo Vargas,henry-gabriel66@example.org,Cirino de Borges,PA,eletronicos,Minus,LG,2,1630.54,2665.63,0,39.24,app,Boleto,12,aprovado,Correios,Entregue
2512,PED-68719,2024-12-13,2025-07-28,983,Sr. Gabriel Garcia,barbosaarthur-miguel@example.org,Garcia,PR,Eletrônicos,Culpa,Adidas,3,2001.21,2009.09,30,26.98,SITE,Crédito,1,Aprovado,Total Express,Em trânsito
2513,PED-81536,2026-01-27,2024-03-10,652,Davi Pacheco,rodriguesjoana@example.com,Ferreira da Mata,GO,eletronicos,Esse,Samsung,5,678.32,2307.63,0,111.81,Aplicativo,Débito,1,Aprovado,Jadlog,Entregue
2514,PED-14985,2025-08-31,2024-06-02,464,Luiza da Costa,oliver71@example.net,Rezende,CE,Beleza,Maiores,Nike,5,2181.28,1922.51,10,38.12,app,Débito,1,aprovado,Total Express,Entregue
2515,PED-66498,2024-11-13,2024-08-06,433,Thomas Rodrigues,enzo-gabriel95@example.org,Melo,RR,Roupas,Tenetur,LG,3,2928.72,2919.96,0,75.52,Site,Débito,6,Pendente,Total Express,Entregue
2516,PED-17062,2025-07-27,2024-07-26,258,Thiago Casa Grande,camposarthur@example.org,Siqueira de Minas,GO,Beleza,Temporibus,Genérica,3,1509.1,977.65,30,115.66,app,Crédito,1,Recusado,Total Express,Em trânsito
2517,PED-86742,2025-07-31,2024-09-22,718,Cecília Vargas,kamillymachado@example.com,Costa de Moreira,PE,Roupas,Fugiat,Genérica,2,1963.54,3046.99,30,80.04,Aplicativo,Boleto,6,Aprovado,Correios,Entregue
2518,PED-39711,2025-01-17,2024-11-11,866,Dra. Vitória Leão,dom76@example.com,Guerra,AC,Eletrônicos,Qui,Samsung,1,2054.81,1382.9,0,100.13,App,Débito,3,aprovado,Jadlog,Em trânsito
2519,PED-32789,2024-04-25,2025-12-04,700,Srta. Zoe Brito,lpires@example.org,Moura,PR,Roupas,Illum,Nike,4,1689.45,1820.34,10,89.41,SITE,Débito,2,Aprovado,Jadlog,Atrasado
2520,PED-39067,2024-10-20,2025-12-29,646,Sr. Benjamim Gomes,landrade@example.net,Novaes do Campo,GO,Beleza,Corporis,Apple,1,2118.33,1948.48,10,48.18,Site,Pix,12,aprovado,Total Express,Em trânsito
2521,PED-82052,2024-10-07,2025-03-12,774,Ian Teixeira,nataliacarvalho@example.com,Costela de da Luz,PI,Eletrônicos,Soluta,LG,2,545.28,1038.8,0,54.71,SITE,Pix,1,Aprovado,Jadlog,Entregue
2522,PED-14837,2025-10-24,2024-05-19,1059,Augusto Teixeira,joao-felipepeixoto@example.org,Macedo,AP,Roupas,Aspernatur,Adidas,3,759.94,1855.81,10,18.06,Site,Pix,1,Aprovado,Total Express,Entregue
2523,PED-99237,2024-08-18,2025-06-12,110,Enzo Gabriel Moura,dalves@example.net,Pires de Goiás,PE,Beleza,Occaecati,LG,4,1833.31,2707.98,0,48.43,App,Boleto,1,Pendente,Correios,Entregue
2524,PED-23991,2025-09-20,2025-01-08,1091,Isaque Martins,araujoluna@example.net,Vasconcelos,MG,eletronicos,Mollitia,LG,1,1790.26,2407.61,0,85.09,Aplicativo,Boleto,1,Aprovado,Total Express,Entregue
2525,PED-35172,2025-01-13,2024-08-26,538,Yasmin Montenegro,larissa70@example.net,Dias Alegre,GO,Roupas,Iusto,Samsung,3,1814.64,1401.38,0,26.72,Aplicativo,Boleto,6,Aprovado,Correios,Entregue
2526,PED-64475,2024-04-22,2025-03-11,436,Mateus Casa Grande,isadoraramos@example.com,Gonçalves do Amparo,RO,Eletrônicos,Nulla,Samsung,3,3448.47,1640.02,0,38.77,app,Boleto,2,aprovado,Total Express,Atrasado
2527,PED-18280,2025-06-22,2024-07-28,971,Rhavi Borges,ana-juliada-mota@example.net,Jesus do Norte,SP,Eletrônicos,Itaque,LG,3,1735.43,415.73,20,44.61,SITE,Boleto,2,Pendente,Total Express,Entregue
2528,PED-40923,2024-10-12,2024-06-10,847,Ana Clara Guerra,pietroramos@example.com,Novaes,SP,Casa,Dignissimos,Genérica,4,2409.32,1703.46,10,115.47,app,Crédito,1,Recusado,Correios,Em trânsito
2529,PED-28393,2024-11-05,2024-12-21,409,Srta. Ana Julia da Mota,lunnada-mata@example.net,Casa Grande,TO,Roupas,Impedit,Apple,4,2056.31,951.44,0,11.26,SITE,Crédito,2,Pendente,Jadlog,Entregue
2530,PED-16424,2024-07-26,2025-05-27,855,Sra. Heloisa da Costa,sarahmartins@example.org,Rodrigues Verde,MT,eletronicos,Rem,Samsung,3,1196.37,1437.17,10,91.29,SITE,Débito,12,aprovado,Total Express,Entregue
2531,PED-12611,2025-07-23,2025-09-13,285,Catarina Araújo,caldeiraantonio@example.net,Fernandes das Pedras,MA,Roupas,Laborum,LG,5,780.6,3146.47,0,14.79,SITE,Crédito,1,aprovado,Correios,Atrasado
2532,PED-22281,2025-06-15,2024-04-29,309,Ana Clara Peixoto,maria-fernandaalves@example.net,da Luz,SC,Beleza,Quia,Genérica,3,408.01,2511.41,20,101.47,SITE,Crédito,12,aprovado,Total Express,Entregue
2533,PED-80253,2024-03-22,2026-01-19,764,Pedro Lucas Macedo,usilva@example.com,Moreira de Costa,RS,Eletrônicos,Tempora,Genérica,5,2388.3,3116.86,30,13.6,Aplicativo,Crédito,6,Aprovado,Jadlog,Em trânsito
2534,PED-23613,2025-12-19,2025-12-31,368,Danilo da Cruz,henryabreu@example.net,Viana do Galho,AP,Beleza,Nostrum,Genérica,5,2187.36,1334.17,20,36.65,SITE,Crédito,6,Pendente,Total Express,Em trânsito
2535,PED-44112,2024-06-12,2024-05-03,219,Manuella da Costa,isadora88@example.net,Pacheco,RR,Casa,Reprehenderit,Samsung,4,3198.9,2384.38,0,68.43,SITE,Boleto,12,Recusado,Jadlog,Atrasado
2536,PED-39910,2025-05-16,2025-02-24,854,Leandro da Cunha,vicenteaparecida@example.com,da Paz de Peixoto,ES,eletronicos,Distinctio,Samsung,5,1415.49,814.96,0,60.39,App,Boleto,3,Aprovado,Total Express,Em trânsito
2537,PED-10872,2025-11-21,2025-06-21,1028,Dr. Gustavo da Rosa,cda-cruz@example.net,Rocha,RN,Eletrônicos,Sequi,Adidas,2,3045.56,896.64,0,19.07,SITE,Boleto,1,Pendente,Total Express,Em trânsito
2538,PED-64192,2024-05-11,2025-07-07,1057,José Cardoso,leandro40@example.com,Jesus,PR,eletronicos,Numquam,Samsung,2,1608.46,2114.93,30,110.81,Aplicativo,Débito,3,aprovado,Total Express,Atrasado
2539,PED-44250,2025-12-14,2024-03-17,519,Cauã Moreira,albuquerqueenzo@example.net,da Cruz de Andrade,PI,eletronicos,Animi,Samsung,5,2784.81,2455.09,30,81.87,Site,Boleto,1,Aprovado,Jadlog,Em trânsito
2540,PED-21619,2025-01-21,2024-09-07,920,Alícia Vieira,amandacaldeira@example.org,Rios,TO,eletronicos,Expedita,LG,3,3420.19,3406.22,0,45.76,App,Débito,1,aprovado,Total Express,Entregue
2541,PED-56376,2025-09-25,2025-06-01,1111,Emanuelly Lima,dalbuquerque@example.org,Viana dos Dourados,AM,Casa,Animi,LG,4,737.2,3259.59,10,22.72,app,Débito,12,Pendente,Jadlog,Entregue
2542,PED-81674,2024-12-13,2025-08-09,41,Ana Julia da Conceição,heloisafonseca@example.org,Correia Paulista,MG,Roupas,Quos,Nike,3,1996.81,1593.35,0,85.09,Site,Débito,6,Pendente,Jadlog,Em trânsito
2543,PED-76769,2024-07-07,2024-08-27,29,Maria Helena Rodrigues,ana-laurapires@example.net,da Cunha da Prata,MA,eletronicos,Nam,Adidas,4,2073.94,160.06,0,20.33,Aplicativo,Boleto,3,Pendente,Total Express,Atrasado
2544,PED-55680,2025-08-30,2026-01-13,261,Ana Beatriz da Luz,da-costaalexandre@example.com,Montenegro,MS,Beleza,Ratione,Samsung,3,85.8,1488.59,30,57.96,SITE,Boleto,3,aprovado,Total Express,Atrasado
2545,PED-50512,2025-11-19,2024-03-31,670,Mirella Monteiro,vitor-hugo78@example.org,Ferreira,RJ,eletronicos,Inventore,LG,2,124.76,681.48,20,101.99,App,Boleto,2,Pendente,Jadlog,Entregue
2546,PED-25668,2024-03-29,2025-06-01,961,Dra. Marcela Siqueira,liam11@example.com,Sá das Flores,MA,Roupas,Quod,Nike,2,150.23,763.81,0,37.9,SITE,Crédito,1,Aprovado,Total Express,Atrasado
2547,PED-49775,2025-01-21,2024-02-15,733,Luiz Fernando Camargo,leocostela@example.com,da Paz das Flores,MG,Eletrônicos,Id,Adidas,1,3438.3,1045.9,30,75.25,Aplicativo,Crédito,6,Aprovado,Correios,Em trânsito
2548,PED-67594,2025-04-22,2026-01-26,878,Sr. Antônio Lima,camaraleo@example.com,das Neves de Costa,SE,Beleza,Officiis,Samsung,5,1192.3,151.16,30,27.28,App,Débito,1,Aprovado,Jadlog,Atrasado
2549,PED-61582,2024-06-20,2025-10-24,14,Hellena da Conceição,ana-luizaaragao@example.net,Gonçalves das Flores,AC,Roupas,Rerum,Genérica,1,3148.22,2965.16,0,82.71,Aplicativo,Boleto,2,aprovado,Jadlog,Entregue
2550,PED-79469,2025-01-17,2025-12-21,1027,Ayla Fernandes,camilaaraujo@example.net,Cirino,AC,Casa,Aut,LG,1,3226.61,1234.97,30,64.06,Aplicativo,Pix,12,Aprovado,Total Express,Em trânsito
2551,PED-19259,2025-05-09,2024-07-23,294,Sofia Abreu,sofia26@example.com,Vieira,SE,Eletrônicos,Repellat,Samsung,2,2462.96,428.85,0,30.95,Site,Boleto,3,aprovado,Total Express,Entregue
2552,PED-72219,2025-03-31,2024-07-31,180,Ana Laura Cirino,vitor14@example.net,Mendonça das Pedras,SE,Beleza,Recusandae,Apple,2,1630.32,3481.46,30,97.43,Aplicativo,Débito,1,Recusado,Total Express,Em trânsito
2553,PED-43689,2024-11-26,2025-03-17,520,Eloá da Costa,lararibeiro@example.net,Farias do Galho,MG,Casa,Illo,LG,1,2220.07,2708.48,0,117.5,Site,Pix,3,Recusado,Correios,Atrasado
2554,PED-53900,2024-07-04,2025-10-16,244,Sophie Cavalcanti,fariasmanuella@example.net,Souza,AP,Casa,Porro,Samsung,3,3174.36,3422.77,10,44.93,App,Crédito,12,Recusado,Total Express,Atrasado
2555,PED-97871,2024-03-06,2024-10-27,619,Eduarda da Luz,henriquepastor@example.org,Sá,SC,Beleza,Expedita,Apple,4,2847.53,3159.19,20,92.09,App,Pix,3,Aprovado,Correios,Entregue
2556,PED-84499,2025-06-18,2024-06-29,788,Yasmin Sales,maria-isis41@example.net,Sousa da Serra,MT,Beleza,Aut,Apple,1,503.7,958.77,10,29.82,SITE,Boleto,1,Aprovado,Correios,Atrasado
2557,PED-45008,2025-09-22,2025-01-17,788,Yago Costa,giovanna44@example.net,Pereira,AC,Eletrônicos,Molestias,Samsung,3,2216.21,2331.56,20,37.67,SITE,Débito,12,Aprovado,Correios,Em trânsito
2558,PED-75970,2024-08-12,2024-09-01,869,Sara Moreira,otavio79@example.org,Moreira,PE,Eletrônicos,Modi,Genérica,2,538.13,272.6,30,102.48,App,Débito,1,Recusado,Total Express,Em trânsito
2559,PED-71745,2025-07-13,2024-02-18,12,Asafe Cavalcante,anthony-gabrielaraujo@example.net,Rocha,PA,Eletrônicos,Tenetur,Nike,4,889.81,1013.62,10,41.29,Aplicativo,Boleto,6,Aprovado,Jadlog,Entregue
2560,PED-69857,2025-12-10,2025-12-22,105,Raquel Andrade,da-costajuan@example.com,Pacheco,MT,Beleza,Est,Genérica,2,1316.01,1249.2,0,79.24,SITE,Boleto,2,aprovado,Total Express,Atrasado
2561,PED-69008,2026-01-11,2025-11-22,33,Dr. Isaac Correia,qviana@example.net,Vieira da Serra,SP,Casa,Consectetur,Nike,4,456.75,2857.94,10,51.06,app,Boleto,12,aprovado,Correios,Atrasado
2562,PED-42458,2025-02-17,2024-10-16,847,Henry das Neves,matheus14@example.net,Araújo Grande,PI,Beleza,Ipsum,LG,5,3173.79,2734.24,0,36.86,Site,Pix,6,Pendente,Jadlog,Entregue
2563,PED-78302,2025-01-01,2024-07-19,1094,Daniela Santos,gsales@example.org,Carvalho,RR,Roupas,Veniam,Adidas,2,983.15,1992.11,0,55.66,app,Pix,2,aprovado,Jadlog,Em trânsito
2564,PED-95368,2024-06-10,2025-01-16,341,Helena Sampaio,moraesisis@example.org,da Conceição das Pedras,MT,Eletrônicos,Consequatur,Adidas,1,2040.77,430.98,0,50.93,SITE,Boleto,3,Aprovado,Total Express,Atrasado
2565,PED-45416,2025-04-23,2024-07-18,177,Henry Porto,ffonseca@example.net,da Mata do Sul,ES,Casa,Officia,Nike,5,343.05,1262.85,20,85.48,Aplicativo,Pix,3,Pendente,Correios,Entregue
2566,PED-86478,2024-10-18,2024-08-03,582,Maria Clara Macedo,pereirapietra@example.net,Mendonça,PI,Roupas,Eos,Adidas,1,1073.15,3040.53,0,66.34,Aplicativo,Pix,1,aprovado,Jadlog,Atrasado
2567,PED-62214,2025-06-16,2024-03-07,459,Ana Beatriz Sampaio,brayanmontenegro@example.org,Cavalcante,RO,Roupas,Ducimus,LG,1,740.71,800.0,0,115.18,SITE,Crédito,2,aprovado,Jadlog,Entregue
2568,PED-44690,2024-08-19,2024-11-15,487,Caleb Ribeiro,paulo38@example.net,Fonseca,MA,Casa,Explicabo,Genérica,1,71.36,2273.89,0,115.87,Site,Crédito,3,Recusado,Correios,Atrasado
2569,PED-62773,2025-08-31,2024-09-01,767,Heitor Sampaio,vitor-hugoaparecida@example.org,Vieira do Sul,DF,Roupas,Inventore,Samsung,2,804.31,476.59,0,5.41,App,Pix,12,Pendente,Jadlog,Em trânsito
2570,PED-66496,2024-02-10,2025-10-24,279,Otto Carvalho,antonellavieira@example.com,Nascimento,AM,Beleza,Fuga,LG,2,1865.25,347.57,30,37.6,Site,Débito,2,Pendente,Total Express,Em trânsito
2571,PED-37867,2025-07-26,2024-06-10,284,Lara Caldeira,fernandogomes@example.com,Santos,AM,Beleza,Saepe,Nike,3,2500.69,526.7,30,49.15,Site,Pix,3,Pendente,Total Express,Entregue
2572,PED-25494,2025-11-26,2025-10-27,378,Ágatha Moreira,marcelo33@example.org,Rezende do Norte,PE,Casa,Accusamus,Adidas,4,1715.04,2390.54,10,3.86,SITE,Crédito,3,Aprovado,Jadlog,Em trânsito
2573,PED-16174,2024-10-02,2024-05-18,252,Srta. Ana Clara Peixoto,oliverpastor@example.com,Lopes Alegre,RO,Beleza,Provident,Apple,2,3352.32,1315.39,10,7.68,SITE,Crédito,6,aprovado,Correios,Atrasado
2574,PED-22817,2024-10-05,2025-07-08,989,Marina Teixeira,psilveira@example.net,Costela,MG,eletronicos,Repellat,LG,2,1569.91,2758.84,30,18.25,app,Crédito,2,Pendente,Jadlog,Em trânsito
2575,PED-11471,2025-08-25,2025-08-14,663,Natália da Conceição,maitefonseca@example.net,Dias,RR,Casa,Facere,Adidas,1,312.88,1724.9,0,53.7,Aplicativo,Pix,12,Recusado,Correios,Atrasado
2576,PED-74225,2024-04-15,2024-03-21,169,Heloisa da Costa,sda-costa@example.org,Souza,MA,Roupas,Qui,Adidas,1,2259.77,1877.59,10,80.91,Aplicativo,Boleto,1,Aprovado,Total Express,Atrasado
2577,PED-32882,2025-05-11,2026-01-20,127,Luana Aragão,ravi-luccapires@example.net,da Rosa Paulista,PI,Casa,Neque,Genérica,5,433.97,2844.93,0,58.39,Site,Pix,1,Recusado,Correios,Atrasado
2578,PED-87968,2025-06-12,2026-01-28,59,José Miguel Pinto,carvalhovalentim@example.org,Barros do Galho,AM,Casa,Exercitationem,Samsung,3,1538.53,1422.05,0,48.43,App,Crédito,1,Recusado,Jadlog,Em trânsito
