id_cliente,nome,email,sexo,data_nascimento,cidade,estado,data_cadastro,canal_aquisicao,tipo_cliente,score_credito
465,Srta. Ágatha Gonçalves,leaolevi@example.net,m,1955-04-19,da Rosa,pr,2023-09-28,ads,PF,715
466,Sophia Dias,nicolas71@example.net,f,1991-05-17,Cavalcante de Minas,rr,2025-08-31,Orgânico,PF,710
467,Dra. Lívia Casa Grande,lfarias@example.com,M,1971-09-04,Vasconcelos,AL,2023-10-02,ads,pf,631
468,Daniela Oliveira,augusto97@example.net,F,1952-07-03,Jesus de Goiás,MG,2024-11-08,Orgânico,pf,541
469,Lucas Gabriel Moraes,laragao@example.com,f,1986-03-21,da Luz,Maranhão,2023-11-02,Orgânico,pf,896
470,Evelyn Garcia,imonteiro@example.net,M,1995-12-01,Rocha,Acre,2024-10-18,Orgânico,PJ,541
471,Mateus da Cruz,wribeiro@example.net,M,1968-08-28,Casa Grande do Galho,pr,2025-08-14,Ads,pf,614
472,Lara Caldeira,luiz-gustavo59@example.com,F,1958-06-05,Peixoto,Pará,2025-04-29,Social,PJ,618
473,Luiz Felipe Azevedo,clara76@example.net,M,1994-11-29,Castro do Galho,am,2024-03-31,Orgânico,pf,526
474,Isabella Barbosa,lorena93@example.net,F,1954-04-03,Gomes de Goiás,PR,2024-10-13,Organico,PF,765
475,João Lucas Rezende,eloahfernandes@example.com,m,2003-12-04,Borges,Amapá,2024-11-22,Social,pf,850
476,Eduarda Rocha,lmarques@example.org,F,1952-04-06,da Mota,BA,2024-07-27,Social,PF,838
477,Theodoro Lopes,zcampos@example.org,f,1984-02-20,Nogueira,rr,2025-07-02,Orgânico,PF,877
478,Felipe Ramos,tmontenegro@example.com,M,1956-05-15,da Paz Verde,AL,2025-06-23,Social,PJ,507
479,Lorenzo Castro,da-rochaleo@example.org,F,1943-03-04,Aragão,ES,2026-01-17,Orgânico,PJ,752
480,Apollo Aparecida,fernandesvalentim@example.org,M,1941-02-15,Azevedo do Norte,pe,2024-03-16,ads,PJ,897
481,Rafaela da Rocha,gustavo43@example.org,f,1993-07-08,Nascimento,AM,2024-04-20,Social,pf,356
482,Sr. Pedro Rezende,qcardoso@example.com,f,1985-08-19,Brito de Minas,ES,2023-05-10,Social,pf,767
483,Bianca Pastor,xda-conceicao@example.net,M,1943-07-25,Rezende,ms,2025-06-14,Organico,PJ,615
484,Sr. Marcelo Vasconcelos,apinto@example.org,M,1965-07-01,Mendonça da Mata,Alagoas,2025-02-01,Orgânico,PF,523
485,Fernando Macedo,isabellapereira@example.org,M,1994-02-06,Costela da Mata,SE,2023-09-25,Organico,pf,365
486,Maria Julia Nunes,carvalholuisa@example.com,M,1964-08-03,Azevedo,RR,2025-09-30,Organico,PF,593
487,Maria Julia da Luz,jose-pedroaparecida@example.org,f,1992-10-17,Ramos de Caldeira,ES,2024-08-26,ads,PJ,730
488,Valentim Pinto,oliveirafernando@example.com,m,2007-04-30,Dias da Mata,Piauí,2023-04-24,Organico,pf,684
489,Olívia Pimenta,martinsjose@example.com,M,1971-02-03,da Mata das Flores,se,2025-12-27,Social,PF,656
490,Sra. Esther da Mota,stella17@example.net,M,1976-12-16,Moraes Paulista,TO,2024-08-30,Social,pf,841
491,Dra. Helena Moreira,caio56@example.net,F,1970-04-19,Rocha do Oeste,pe,2025-04-22,ads,PF,323
492,Ian Moraes,carvalhoravy@example.org,m,1989-06-24,Costa,São Paulo,2025-08-11,Social,pf,844
493,José Pedro Macedo,garciaraquel@example.org,f,1959-02-27,Moreira,AL,2023-11-24,ads,pf,654
494,Fernanda Siqueira,antoniomoraes@example.com,F,1948-05-06,Gonçalves,Paraná,2025-07-11,ads,PJ,415
495,Eduardo Martins,britobeatriz@example.org,M,2000-10-17,Rodrigues do Norte,rn,2024-04-27,Organico,PJ,316
496,Dra. Alana Silva,zfreitas@example.com,F,1956-07-16,Casa Grande da Prata,MA,2023-05-25,Ads,PF,334
497,Sabrina Vargas,melojose@example.com,f,1997-04-28,da Cunha,mg,2025-10-02,Ads,PF,345
498,Benicio Lopes,joana16@example.net,f,1952-12-15,Cardoso,Rio Grande do Sul,2023-04-19,ads,PJ,522
499,Igor Mendes,vitorsilva@example.net,M,1954-08-20,Garcia do Amparo,TO,2023-04-19,Social,pf,539
500,Emanuel da Cunha,almeidagiovanna@example.com,m,1944-11-27,Leão,sp,2023-08-27,Social,PJ,628
501,Ana Moura,helenacassiano@example.com,F,1949-01-26,Nogueira de Macedo,Maranhão,2024-02-21,ads,PJ,833
502,Vinícius Pastor,carlos-eduardonascimento@example.com,F,1992-08-19,Cassiano,Rio Grande do Sul,2023-05-11,Orgânico,pf,362
503,Ana Júlia Farias,jesuscaroline@example.org,F,1945-01-31,da Paz do Sul,rn,2023-05-27,Organico,PJ,807
504,Caroline Cirino,luana86@example.com,M,1942-01-28,Gomes,Roraima,2023-12-24,Organico,PJ,626
505,Srta. Maria Lima,calebrodrigues@example.com,f,1950-05-29,Barros do Sul,Mato Grosso,2023-08-31,ads,pf,685
506,Maria Júlia da Luz,vvargas@example.net,F,1943-08-07,da Rocha de Minas,pb,2023-08-31,Organico,PF,530
507,Ester Brito,ccostela@example.org,m,2007-08-21,Teixeira do Oeste,pe,2024-05-15,ads,pf,359
508,João Guilherme Oliveira,imarques@example.net,f,1943-08-13,Fernandes de Oliveira,Acre,2024-02-03,Social,PJ,437
509,Srta. Lívia Guerra,samuel15@example.com,f,1947-10-03,Moraes das Pedras,SP,2024-06-19,Orgânico,PF,638
510,Valentina Caldeira,cmoraes@example.org,M,1982-11-28,Ferreira,Paraíba,2024-03-10,Orgânico,PF,848
511,Gustavo Melo,oliveiraasafe@example.org,F,1951-12-19,Vieira do Campo,AP,2023-05-18,Orgânico,pf,340
512,Juan Farias,maria-clarada-rosa@example.net,M,1970-10-16,Pastor,AP,2024-11-11,Social,PJ,872
513,Sr. Gael Freitas,xcamargo@example.com,F,1976-07-03,da Mota de Correia,Sergipe,2024-03-16,ads,pf,610
514,José Carvalho,cpeixoto@example.net,M,1941-08-14,Rios do Oeste,PR,2025-04-20,ads,PJ,420
515,Isadora Cardoso,valentina31@example.org,f,1953-02-01,Farias da Mata,SC,2025-11-19,Social,PJ,509
516,Francisco da Mota,luizasilva@example.org,f,1975-09-07,Albuquerque,RJ,2026-01-31,Social,pf,589
517,Bento das Neves,siqueiravitor-hugo@example.com,f,1947-05-05,da Rosa de Souza,Maranhão,2025-03-08,Social,PJ,667
518,Otto da Cruz,matheus94@example.com,m,1976-02-14,Rocha,Pernambuco,2024-10-27,Orgânico,PJ,809
519,Ayla Gomes,da-pazravi-lucca@example.net,f,1996-11-22,Rocha,GO,2023-07-26,Organico,pf,508
520,Isabella Monteiro,luiz-henrique35@example.com,m,1964-02-28,Siqueira da Praia,Goiás,2025-11-12,Organico,PF,876
521,Carolina Aragão,eloacampos@example.org,F,1963-07-15,Azevedo das Flores,ce,2024-02-12,ads,PF,567
522,Sra. Sofia Duarte,lorenamarques@example.com,f,1998-08-05,Moraes,Mato Grosso,2025-09-03,ads,PF,637
523,Benicio Garcia,casa-grandesophia@example.net,F,2007-08-27,Dias,Tocantins,2025-04-23,Social,PF,811
524,João Guilherme Melo,alexiapeixoto@example.com,m,1976-04-15,da Mata,Piauí,2024-04-25,Organico,PJ,802
525,Dr. Marcos Vinicius Brito,daniel99@example.com,f,1956-03-25,Costela de Fernandes,MT,2024-06-21,Orgânico,PF,443
526,Alice Casa Grande,hadassa73@example.org,f,1994-10-29,Pereira de Nascimento,RJ,2025-05-13,Social,PJ,360
527,Liz Sampaio,rcampos@example.com,M,1966-09-22,Andrade de Minas,SP,2023-11-11,Ads,PF,722
528,Benjamim Viana,ana-liviada-mota@example.net,F,1976-02-25,Rezende de Pastor,rs,2023-07-01,ads,PF,454
529,Srta. Maria Sophia Sampaio,sophie50@example.com,M,1954-09-14,Campos do Galho,DF,2024-04-26,Social,pf,682
530,Sr. Rael Pastor,gfarias@example.org,M,1941-03-16,da Cruz,am,2023-10-14,Social,pf,799
531,Ana Vitória Guerra,peixotopietra@example.com,M,1972-07-16,Azevedo,RS,2025-06-17,Social,PJ,721
532,Kamilly Viana,yuri53@example.net,M,1963-09-02,Camargo de Nascimento,RS,2023-08-11,Social,PJ,581
533,João Lucas Vasconcelos,zsantos@example.org,m,1982-11-09,Novais,ES,2024-01-22,Social,PJ,740
534,Henry Caldeira,pda-conceicao@example.net,F,1950-01-18,Souza,SE,2024-09-22,Ads,PJ,452
535,Ana Liz Nascimento,ffarias@example.org,F,1960-05-25,Martins de Goiás,PR,2025-12-14,Social,PJ,558
536,Sra. Camila Pacheco,emanuella87@example.org,m,1940-09-27,Ribeiro dos Dourados,Roraima,2024-02-28,Organico,PF,682
537,Samuel Almeida,sara00@example.net,f,1949-06-23,Cirino,Rondônia,2024-10-22,Social,PF,531
538,Srta. Rafaela Cassiano,pirescalebe@example.org,m,1992-09-09,Freitas do Campo,ap,2024-10-25,Ads,PJ,332
539,Hellena Barbosa,eteixeira@example.com,M,1996-03-13,Caldeira,Mato Grosso,2025-04-23,Organico,pf,865
540,Eloá da Paz,alvesmaysa@example.net,f,1946-12-07,da Paz,RR,2023-04-24,Ads,PJ,475
541,Sra. Larissa Oliveira,kamilly11@example.org,M,1950-07-10,Vieira de Duarte,Mato Grosso,2024-09-03,Organico,PJ,639
542,Enrico Machado,caue46@example.org,M,1947-03-01,Dias de da Mota,rn,2023-10-03,Ads,PF,516
543,Isabella Moreira,yvieira@example.net,f,1972-02-24,Aragão,Ceará,2024-09-04,Ads,PF,587
544,Henry Gabriel da Mota,isaacnunes@example.com,M,1973-12-01,Porto,CE,2024-05-09,Orgânico,PF,512
545,Manuela Sousa,piresana-liz@example.org,F,1984-01-22,Moreira Paulista,se,2023-02-19,Organico,PF,606
546,Antonella Campos,julianasilva@example.com,F,1961-06-18,Nunes,rr,2024-07-22,ads,PJ,698
547,Lucas Gabriel Melo,oda-mata@example.com,m,1993-07-09,Guerra Paulista,Rio de Janeiro,2025-01-15,ads,PJ,380
548,Heloísa Santos,da-conceicaoaurora@example.org,m,1973-10-14,Costa do Oeste,RO,2024-09-13,Ads,pf,537
549,Theo Jesus,calebesilveira@example.org,M,1967-02-18,Rios,Roraima,2025-03-13,Social,PJ,706
550,Anthony Gabriel Pereira,jfreitas@example.com,m,1977-01-29,Duarte de Siqueira,DF,2024-06-26,Orgânico,pf,802
551,Maria Clara Oliveira,leaoana-carolina@example.org,F,1958-11-07,Borges,Rondônia,2023-12-13,Social,pf,742
552,Rael Carvalho,aragaoluna@example.com,F,1988-11-13,Ferreira,to,2024-03-07,Social,PJ,689
553,Augusto da Mota,agatha26@example.org,M,1978-08-01,Souza,al,2025-11-30,Orgânico,PF,375
554,José Miguel Porto,rhavi57@example.org,M,1994-07-08,da Conceição Alegre,Rondônia,2023-11-06,ads,pf,457
555,Emanuel Moura,goncalvesmaria-isis@example.com,f,1942-06-09,Pacheco,Rio de Janeiro,2024-09-06,Orgânico,PF,393
556,Alexia Cassiano,vasconcelosmanuella@example.net,M,1962-09-05,Oliveira das Pedras,Piauí,2024-09-04,Organico,pf,576
557,Yago Mendes,murilo26@example.net,M,1975-05-07,Barros Paulista,SC,2023-10-17,Ads,PF,741
558,Maria Isis Sampaio,dom80@example.org,f,1960-04-09,da Paz Grande,to,2024-06-11,Social,PJ,717
559,Emanuelly Ribeiro,maria-fernanda29@example.com,M,1994-08-21,Correia de Minas,MS,2025-06-19,Ads,pf,867
560,Zoe Oliveira,otavio81@example.com,M,1976-07-03,Camargo dos Dourados,ac,2025-08-25,Social,pf,694
561,Srta. Sarah da Rocha,silveiraarthur@example.net,M,1979-11-18,Câmara,Pernambuco,2026-01-08,Organico,pf,386
562,Kamilly Alves,thomas02@example.net,F,1945-10-15,Pinto,rn,2025-06-08,Social,PF,689
563,Rafaela Sousa,wmonteiro@example.net,F,1960-03-22,Guerra da Mata,ES,2024-02-09,Orgânico,pf,574
564,Ana Cecília Castro,fsouza@example.net,f,1989-10-24,Mendes do Amparo,PI,2025-09-18,Ads,PF,745
565,Maria Helena da Mota,qfogaca@example.org,m,2007-07-22,Carvalho,Piauí,2023-07-14,Orgânico,pf,378
566,Stella Gonçalves,vvargas@example.com,m,1964-12-20,Moreira de Cavalcanti,Maranhão,2026-01-08,ads,PJ,807
567,Bernardo Pastor,freitascaroline@example.net,F,1989-01-22,Souza,Santa Catarina,2024-11-26,Ads,PF,611
568,Maria Moraes,ycamara@example.net,M,1972-07-03,Pimenta,Pará,2024-10-28,Orgânico,PJ,689
569,Raquel Guerra,santosana-beatriz@example.com,m,1989-12-30,Siqueira,Roraima,2024-02-18,Orgânico,pf,439
570,Luna Sá,juancamara@example.org,m,1987-01-29,Fernandes do Norte,Goiás,2025-03-22,Social,PJ,505
571,Dr. Miguel Souza,antonellacarvalho@example.net,f,1991-04-12,Leão,Distrito Federal,2025-06-06,ads,pf,626
572,Maria Pacheco,larasilva@example.com,m,2004-05-08,da Luz,rn,2025-12-04,Organico,PJ,548
573,Heloísa Silveira,moreiramarcela@example.net,m,2006-07-15,Porto de Goiás,Bahia,2025-11-14,Orgânico,pf,673
574,Hellena Sousa,jadeda-rocha@example.net,M,2002-07-27,Mendes do Campo,ba,2024-03-12,ads,PJ,858
575,Thales Castro,jesuslarissa@example.com,F,1989-01-31,Barros de Minas,rs,2023-05-12,Social,PF,772
576,Olivia Monteiro,araujocecilia@example.com,F,2003-09-15,Correia,Goiás,2023-11-07,Orgânico,PJ,370
577,Théo Borges,anthony-gabriel93@example.org,f,1999-11-11,Machado da Mata,rj,2023-03-12,Organico,PF,610
578,Marina Ramos,theocarvalho@example.org,F,1961-07-26,Ramos,Goiás,2023-09-21,ads,PJ,733
579,Isaac Siqueira,vargasclarice@example.org,f,1940-09-12,Nogueira Alegre,PE,2025-05-28,Organico,PJ,790
580,Pedro Henrique Costela,souzastephany@example.com,f,1963-09-07,Souza do Campo,se,2025-05-23,Social,PJ,728
581,Benjamin da Conceição,caioda-costa@example.net,M,1968-06-09,da Cruz das Flores,Paraíba,2025-06-06,Social,PJ,387
582,Melina Cassiano,silveiradanilo@example.com,M,1982-09-01,Macedo de Guerra,AL,2024-05-03,Orgânico,PF,345
583,Enzo da Costa,abreustephany@example.com,f,1963-10-24,Azevedo,Santa Catarina,2023-12-23,Organico,PF,310
584,Lara Machado,hcamara@example.org,M,1974-09-22,Farias de Goiás,Pará,2023-02-09,ads,PJ,831
585,Evelyn Cavalcante,luisa25@example.com,F,1992-10-28,Ramos,Paraíba,2024-02-22,Orgânico,pf,774
586,Sr. Leandro Aparecida,mlima@example.com,F,1983-07-20,Melo Verde,Rio de Janeiro,2024-04-01,Ads,pf,407
587,Matteo Silveira,maria-flor14@example.org,m,1943-03-21,Sales,Paraíba,2024-10-16,Ads,PF,445
588,Dra. Stephany Gomes,davi-lucca00@example.com,m,1954-03-21,Montenegro,Rio Grande do Sul,2023-12-07,Orgânico,pf,511
589,Dr. Léo Cardoso,novaismaria-alice@example.net,f,2000-10-21,da Cruz,Rio de Janeiro,2024-07-04,Organico,PF,748
590,Valentim Cirino,fpimenta@example.org,f,1947-04-04,Casa Grande do Sul,Paraíba,2023-10-25,Ads,pf,345
591,Ana Beatriz Guerra,maria-eduarda23@example.com,M,1963-07-29,da Conceição,PE,2025-12-18,Orgânico,PJ,411
592,Hellena Moura,ester64@example.org,F,2006-12-22,Cirino do Sul,rj,2024-11-26,ads,PJ,478
593,Sra. Luana da Cunha,xvargas@example.org,F,1945-07-30,da Mata Alegre,Pernambuco,2025-12-29,Social,pf,773
594,Maria Clara Oliveira,da-cunhajoao-gabriel@example.org,F,1978-04-05,Nogueira,Santa Catarina,2024-03-24,ads,PF,742
595,Cecilia Albuquerque,pietroda-luz@example.com,f,1951-07-19,Machado de Minas,PE,2024-04-22,Social,PF,760
596,Yasmin Marques,nascimentocecilia@example.com,f,1940-09-23,Dias do Oeste,Bahia,2023-10-29,Ads,PJ,519
597,Cauã Barbosa,goncalvesluiza@example.com,F,1980-06-20,Cavalcanti,Sergipe,2023-03-18,Ads,PJ,404
598,Matheus Leão,ravi-lucca74@example.org,F,1956-07-25,Câmara,Rondônia,2025-06-25,Orgânico,PF,768
599,Pedro Henrique Castro,lopesana-carolina@example.net,M,1993-03-18,Cardoso do Amparo,Ceará,2024-09-04,Organico,PJ,620
600,Gabriel Nunes,zramos@example.com,f,1956-03-16,Porto de Minas,pi,2024-05-17,Organico,PJ,416
601,Murilo Cardoso,joao-lucas44@example.org,m,1993-03-19,Cardoso,Amapá,2024-09-09,Organico,PJ,476
602,Sra. Hellena Teixeira,jesusrafael@example.net,m,2003-07-18,Gonçalves,pb,2024-07-08,Social,PF,437
603,José Pedro Sousa,riosmaria-fernanda@example.com,m,1966-10-06,Borges,RS,2023-10-20,ads,pf,419
604,Dr. Arthur Gabriel Vargas,moreirarhavi@example.org,F,2005-08-30,Azevedo,Pará,2023-12-12,ads,PJ,697
605,Daniela Farias,riosrafaela@example.com,f,1968-07-09,Cardoso Paulista,pe,2025-12-17,ads,PJ,692
606,Brenda Martins,ryanaraujo@example.net,f,1978-09-10,Aragão do Oeste,SC,2025-06-03,Organico,PJ,850
607,Rebeca Câmara,cecilia14@example.net,F,1942-05-03,Almeida,df,2025-03-15,ads,pf,595
608,Luiz Otávio Siqueira,maria12@example.com,F,1972-12-26,Novaes da Serra,SP,2024-02-06,Orgânico,pf,354
609,Fernando Moura,lucas-gabriel02@example.net,m,1945-08-14,Cunha de Guerra,SE,2024-12-23,Organico,PF,499
610,Ágatha Guerra,iannogueira@example.com,f,1996-09-05,Vasconcelos,ba,2025-11-19,Social,PJ,806
611,Alice Martins,wrios@example.com,f,1995-07-11,Cavalcante,df,2025-05-16,Organico,pf,754
612,Sarah Nascimento,sabreu@example.com,f,1997-11-27,Machado do Oeste,GO,2025-08-27,Ads,PJ,331
613,Dr. Davi Luiz Andrade,kpires@example.com,F,1995-11-27,da Cunha dos Dourados,Ceará,2023-11-05,Ads,pf,530
614,Srta. Bruna Costa,wfarias@example.net,m,2005-12-28,da Mata,AM,2025-12-29,Organico,PJ,807
615,Lavínia Pastor,da-motaleticia@example.net,M,1971-05-29,Cavalcanti do Amparo,se,2023-04-18,Ads,pf,856
616,Anthony Gabriel Cardoso,otavio09@example.com,m,1968-09-19,da Rocha de Minas,rn,2024-05-24,Ads,PJ,751
617,Luara Aparecida,ramosryan@example.net,F,1976-03-09,da Mota do Sul,Rondônia,2023-05-29,Ads,PJ,553
618,Nicolas Lopes,benjaminsales@example.org,m,1956-10-31,Nogueira da Prata,AP,2025-04-02,Organico,pf,656
619,Sr. Thales Albuquerque,isadorabarros@example.net,M,2007-03-28,Fernandes Paulista,Mato Grosso,2025-07-18,Ads,PF,514
620,Luara Sales,kda-cunha@example.org,m,1969-05-10,Cassiano de da Mota,df,2025-08-15,Social,PJ,738
621,Thomas da Mata,natalia12@example.com,F,1990-11-12,Cunha da Mata,ma,2023-11-02,ads,PF,511
622,Lívia Freitas,calebmachado@example.com,M,1959-07-01,Andrade,al,2025-08-11,Orgânico,PJ,587
623,Maria Alice Duarte,ssales@example.com,F,1942-02-18,Porto,Piauí,2024-06-21,Orgânico,pf,886
624,Agatha Dias,alvesjoao-lucas@example.net,m,1946-08-11,Aparecida do Sul,ba,2026-01-29,Ads,PF,721
625,Igor Rocha,lorenzoporto@example.com,M,1991-12-12,Casa Grande,Sergipe,2023-12-24,ads,PJ,435
626,Lucas Melo,emanuellysantos@example.com,F,1988-10-30,Siqueira de Souza,CE,2024-10-17,Orgânico,PF,702
627,Henrique Nascimento,smendes@example.com,f,1995-12-05,Peixoto,RJ,2025-02-18,Social,PJ,575
628,Dra. Pietra Andrade,maria-clararibeiro@example.org,f,1998-05-04,Correia de Novais,Minas Gerais,2024-02-28,Organico,PF,395
629,Danilo Peixoto,ayllacassiano@example.com,f,1944-01-21,Silveira,rs,2024-09-02,Orgânico,PJ,677
630,Isabelly Andrade,antonysa@example.com,f,1946-05-07,Rodrigues do Amparo,Santa Catarina,2023-02-28,Orgânico,PJ,302
631,Sra. Ayla Cunha,antonyda-rocha@example.com,M,1960-10-15,da Cruz das Pedras,ro,2025-01-11,Organico,PJ,666
632,Sabrina Montenegro,caueda-rocha@example.com,M,1961-10-14,Siqueira,rr,2024-07-15,Organico,PF,739
633,Lívia Mendonça,dmontenegro@example.com,F,1974-07-13,da Cruz,Distrito Federal,2024-09-14,Orgânico,pf,590
634,Davi Miguel da Costa,silveiracecilia@example.org,m,1962-01-14,Campos,to,2024-10-25,Social,PF,879
635,Bianca Cavalcanti,ana-livialeao@example.com,f,1953-05-26,Fogaça da Serra,Bahia,2024-12-08,Ads,PF,401
636,Mirella da Mota,gabrielfogaca@example.com,f,2003-11-27,Carvalho,AM,2024-06-13,Ads,PF,751
637,José Pedro Guerra,maria-vitoria56@example.org,f,1940-03-01,Nunes do Campo,PI,2025-05-23,Organico,PF,435
638,Eloá Rios,kamilly46@example.com,m,1970-11-26,Câmara,MA,2023-06-01,Orgânico,PF,669
639,Caroline Cavalcante,fogacalara@example.com,m,1965-03-12,Oliveira,DF,2024-10-04,Orgânico,PJ,469
640,Enzo Garcia,guilhermeda-costa@example.net,M,1972-06-01,Pereira de Moura,Piauí,2023-12-26,Orgânico,PJ,539
641,Srta. Hellena Nogueira,oliviada-luz@example.net,f,2005-05-10,Farias Verde,es,2023-09-28,Ads,PJ,397
642,Pedro Lucas Novaes,lsales@example.net,M,1974-05-16,Nascimento do Campo,RS,2024-05-19,Organico,PF,435
643,Dr. Ravi Lucca da Paz,lucasda-luz@example.net,F,1983-08-08,Cardoso das Pedras,pr,2025-09-20,Organico,PF,308
644,Luiz Gustavo Sousa,cardosorafael@example.net,m,1972-05-02,Abreu,GO,2023-10-06,Organico,PJ,435
645,Isabelly Martins,antoniovargas@example.org,f,1974-09-21,Santos da Serra,MT,2024-01-28,ads,pf,391
646,Calebe Machado,lucas-gabrielporto@example.net,M,1989-07-09,Leão da Prata,MA,2025-07-12,Orgânico,pf,606
647,Dr. Vitor Nunes,luiza41@example.com,F,1951-08-01,da Rosa Paulista,Goiás,2026-01-13,ads,PJ,446
648,Enzo Souza,isabellamontenegro@example.com,M,2001-12-11,Almeida de Rodrigues,al,2023-07-13,Social,PF,468
649,Sophie Barbosa,felipe20@example.com,f,1997-06-05,Pereira,Minas Gerais,2023-12-04,ads,PJ,455
650,Juan Nascimento,pereirayuri@example.org,f,1983-11-06,Vargas do Amparo,al,2024-10-14,Organico,PF,388
651,Vinícius Martins,kcorreia@example.com,M,1941-07-06,Melo,PR,2024-04-29,Ads,PJ,693
652,Cauã Barros,maria-claracavalcante@example.org,m,1985-02-09,Barros de Câmara,Santa Catarina,2024-11-22,Orgânico,PF,553
653,Rafael Fonseca,ida-mota@example.org,m,1944-01-15,Vargas do Norte,ba,2025-10-12,Ads,PF,866
654,Dr. Vinícius da Conceição,fernando30@example.org,m,1979-07-18,Siqueira,ro,2023-11-18,Ads,PJ,608
655,Ana Luiza Campos,da-costaisabel@example.org,F,1960-09-08,Macedo de Freitas,ma,2025-09-17,Social,PJ,493
656,Luiz Henrique Fernandes,vguerra@example.org,f,1976-10-28,Sales,São Paulo,2025-08-07,Ads,PF,806
657,Gabriel Montenegro,raelcassiano@example.org,f,1949-06-08,da Rocha do Galho,RN,2024-04-06,ads,pf,372
658,Sr. Antony Vargas,gomesisadora@example.net,M,1981-06-04,Cunha da Prata,Paraíba,2023-04-04,Orgânico,PF,696
659,Emanuelly Gonçalves,cavalcantejulia@example.net,f,1980-11-12,Souza das Flores,Sergipe,2023-09-05,Social,PJ,476
660,Theodoro Lopes,duartejulia@example.org,f,1998-12-25,Leão Paulista,ES,2023-11-20,Ads,PJ,369
661,Laura Moreira,glima@example.net,M,1983-06-13,Lima da Prata,Goiás,2023-05-24,ads,PF,361
662,Igor Cassiano,theo97@example.net,f,2006-06-22,Leão,rj,2025-08-14,Orgânico,PJ,813
663,Srta. Aylla Martins,oda-cruz@example.org,f,1988-09-27,da Rocha,Sergipe,2025-06-24,Organico,PF,849
664,Maria Cecília Macedo,costaemilly@example.com,F,1960-08-04,Oliveira,Rio Grande do Sul,2025-12-13,Ads,pf,380
665,Dr. Marcos Vinicius Moura,novaesluisa@example.org,F,1988-08-24,Costa das Pedras,DF,2025-06-16,Social,pf,700
666,Dr. Bento Silva,emanuellafonseca@example.com,M,1947-10-05,Ribeiro do Campo,Maranhão,2023-05-06,Organico,PJ,544
667,Sara Mendonça,varagao@example.com,M,1947-03-13,Cunha,TO,2025-07-01,Ads,pf,418
668,Enzo Castro,melinada-conceicao@example.net,f,1978-04-29,da Cunha Verde,ro,2023-12-25,Social,PF,616
669,Eduardo Nunes,caiocorreia@example.org,F,2002-06-20,Silva do Oeste,MS,2023-10-03,Ads,PJ,440
670,Srta. Maria Liz Cassiano,apollocostela@example.org,M,1950-08-21,Guerra do Norte,RO,2025-08-30,Organico,pf,835
671,Isabela Azevedo,qsiqueira@example.org,m,1991-10-02,das Neves do Campo,ES,2024-01-01,Orgânico,PF,575
672,Marcos Vinicius Ramos,qpimenta@example.org,M,1983-09-30,Teixeira do Sul,TO,2025-06-12,Orgânico,pf,578
673,Apollo Souza,freitasantonio@example.net,M,1954-10-19,Melo,Espírito Santo,2023-11-21,Social,PJ,378
674,Amanda Cirino,felipe50@example.com,f,2007-09-25,Montenegro,Bahia,2023-02-07,Social,pf,356
675,Luiz Felipe Machado,oliver76@example.net,f,1999-05-14,Porto das Pedras,al,2025-11-09,ads,pf,461
676,Sra. Maria Isis Castro,teixeiraotto@example.com,m,1995-10-12,da Luz de Casa Grande,SE,2024-11-11,Social,PJ,418
677,Caio Aragão,cecilia30@example.net,F,2000-07-21,da Rosa,pr,2023-11-14,Social,PF,345
678,Marcela Macedo,silveiraeloah@example.net,M,1978-05-06,Azevedo da Mata,GO,2024-10-06,Ads,pf,672
679,Stella Borges,qda-rocha@example.net,f,1945-10-24,Ramos do Campo,PR,2025-10-27,ads,PF,866
680,Dra. Letícia Vasconcelos,agomes@example.org,f,1989-12-20,Leão da Mata,AL,2023-10-11,Orgânico,PF,726
681,Hadassa Ferreira,leandro37@example.org,m,1942-01-03,da Costa,Rio Grande do Norte,2023-10-08,Ads,PJ,681
682,Maria Clara Nogueira,ribeiromaria-clara@example.com,M,2000-08-22,Pacheco do Norte,to,2025-07-22,Ads,PF,528
683,Sr. João Pedro Costa,qsa@example.net,M,1973-11-08,Porto,Rondônia,2024-12-17,Ads,pf,589
684,Isabella da Mota,hadassacastro@example.net,m,1946-08-27,Pastor,Tocantins,2023-09-15,Ads,PJ,767
685,Mariana Costa,heloisasouza@example.com,M,1986-02-25,Fernandes,Amapá,2024-02-26,ads,pf,877
686,Sra. Sara Almeida,gomesgabriela@example.org,m,2004-09-30,Duarte da Praia,ma,2024-09-03,Social,PF,775
687,Ana Luiza Campos,pnascimento@example.net,m,1952-08-07,Teixeira de Melo,ce,2023-09-19,Organico,PF,859
688,Dra. Maria Luísa Fonseca,lgarcia@example.com,F,1988-10-13,da Mota,RR,2025-09-30,Ads,pf,324
689,Nicolas Garcia,lizalbuquerque@example.net,F,1995-03-20,Campos das Pedras,al,2025-10-01,Orgânico,PJ,309
690,Rafaela Mendes,bda-mota@example.org,m,1942-07-11,Nascimento,PA,2025-07-19,Organico,PJ,614
691,João Miguel Jesus,manuella95@example.org,M,1967-07-06,Nascimento da Praia,PE,2025-04-13,Social,PF,729
692,Mirella Barros,caio99@example.com,f,1975-09-12,da Mata,PB,2023-08-13,ads,PJ,586
693,Isaque Albuquerque,eduardo00@example.net,M,1979-06-29,Rodrigues,CE,2023-04-20,ads,PJ,722
